time,is_reservoir
1260,1
1262,0
1264,0
1266,0
1268,0
1270,0
1272,0
1274,0
1276,0
1278,0
1280,0
1282,0
1284,0
1286,0
1288,0
1290,0
1292,0
1294,0
1296,0
1298,0
1300,0
1302,0
1304,0
1306,0
1308,0
1310,0
1312,0
1314,0
1316,0
1318,0
1320,0
1322,0
1324,0
1326,0
1328,0
1330,0
1332,0
1334,0
1336,0
1338,0
1340,0
1342,0
1344,0
1346,0
1348,0
1350,0
1352,0
1354,0
1356,0
1358,0
1360,0
1362,0
1364,0
1366,0
1368,0
1370,0
1372,0
1374,0
1376,0
1378,0
1380,0
1382,0
1384,0
1386,0
1388,0
1390,0
1392,0
1394,0
1396,0
1398,0
1400,0
1402,0
1404,0
1406,0
1408,0
1410,0
1412,0
1414,0
1416,0
1418,0
1420,0
1422,0
1424,0
1426,0
1428,0
1430,0
1432,0
1434,0
1436,0
1438,0
1440,0
1442,0
1444,0
1446,0
1448,1
1450,1
1452,1
1454,0
1456,0
1458,0
1460,0
1462,1
1464,0
1466,0
1468,0
1470,0
1472,0
1474,0
1476,0
1478,0
1480,0
1482,0
1484,1
1486,1
1488,0
1490,0
1492,0
1494,0
1496,0
1498,1
1500,1
1502,1
1504,1
1506,0
1508,0
1510,0
1512,0
1514,0
1516,0
1518,0
1520,0
1522,0
1524,0
1526,0
1528,0
1530,0
1532,0
1534,0
1536,0
1538,1
1540,0
1542,0
1544,0
1546,1
1548,1
1550,1
1552,0
1554,0
1556,0
1558,0
1560,0
1562,1
1564,1
1566,1
1568,0
1570,0
1572,0
1574,0
1576,1
1578,1
1580,0
1582,0
1584,0
1586,0
1588,0
1590,0
1592,0
1594,0
1596,0
1598,0
1600,0
1602,0
1604,0
1606,0
1608,0
1610,1
1612,1
1614,1
1616,1
1618,1
1620,1
1622,1
1624,1
1626,1
1628,1
1630,1
1632,1
1634,1
1636,1
1638,1
1640,1
1642,1
1644,1
1646,1
1648,1
1650,1
1652,1
1654,0
1656,0
1658,0
1660,1
1662,1
1664,1
1666,1
1668,1
1670,1
1672,1
1674,1
1676,1
1678,0
1680,1
1682,1
1684,1
1686,1
1688,1
1690,1
1692,1
1694,1
1696,1
1698,1
1700,1
1702,1
1704,1
1706,0
1708,0
1710,0
1712,1
1714,0
1716,1
1718,1
1720,1
1722,1
1724,1
1726,1
1728,0
1730,0
1732,1
1734,1
1736,1
1738,1
1740,1
1742,1
1744,0
1746,0
1748,0
1750,0
1752,0
1754,0
1756,0
1758,0
1760,0
1762,0
1764,0
1766,0
1768,0
1770,1
1772,1
1774,1
1776,0
1778,1
1780,1
1782,1
1784,1
1786,1
1788,1
1790,0
1792,0
1794,0
1796,0
1798,0
1800,0
1802,1
1804,1
1806,1
1808,1
1810,1
1812,1
1814,1
1816,1
1818,1
1820,1
1822,1
1824,1
1826,1
1828,1
1830,1
1832,1
1834,1
1836,1
1838,1
1840,1
1842,1
1844,1
1846,1
1848,1
1850,1
1852,1
1854,1
1856,1
1858,1
1860,1
1862,1
1864,1
1866,1
1868,1
1870,1
1872,1
1874,1
1876,1
1878,1
1880,1
1882,1
1884,1
1886,1
1888,1
1890,1
1892,1
1894,1
1896,1
1898,1
